,Date,Over,Over category,BattingOrder,WicketsInHand,Non Striker,Bowler,Bowler Type,3Yr_Econ_Avg,3Yr_Wickets_Total,Status,Opposition,Venue,Runs,CumulativeRunsForBowler
1882,2014-04-19,15.4,Middle Overs (10-16),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,135
1883,2014-04-19,15.6,Middle Overs (10-16),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,140
1884,2014-04-19,16.1,Death Overs,5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,55
1885,2014-04-19,16.5,Death Overs,5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,60
1886,2014-04-19,16.6,Death Overs,5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,4,65
1888,2014-04-24,16.1,Death Overs,5,5,Yuvraj Singh,JH Kallis,Right-arm fast-medium,7.323,38.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,0,49
1889,2014-04-24,16.2,Death Overs,5,5,Yuvraj Singh,JH Kallis,Right-arm fast-medium,7.323,38.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,54
1890,2014-04-24,16.5,Death Overs,5,5,Yuvraj Singh,JH Kallis,Right-arm fast-medium,7.323,38.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,0,59
1891,2014-04-24,16.6,Death Overs,5,5,Yuvraj Singh,JH Kallis,Right-arm fast-medium,7.323,38.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,64
1892,2014-04-24,17.1,Death Overs,5,5,Yuvraj Singh,R Vinay Kumar,Right-arm fast-medium,8.093,54.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,33
1893,2014-04-24,17.6,Death Overs,5,5,Yuvraj Singh,R Vinay Kumar,Right-arm fast-medium,8.093,54.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,38
1894,2014-04-24,18.1,Death Overs,5,5,Yuvraj Singh,UT Yadav,Right-arm fast,8.527,37.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,4,51
1895,2014-04-24,18.2,Death Overs,5,5,Yuvraj Singh,UT Yadav,Right-arm fast,8.527,37.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,56
1896,2014-04-24,18.7,Death Overs,5,4,JA Morkel,UT Yadav,Right-arm fast,8.527,37.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,0,61
1897,2014-04-24,19.2,Death Overs,5,4,JA Morkel,R Vinay Kumar,Right-arm fast-medium,8.093,54.0,Not Out,Kolkata Knight Riders,Sharjah Cricket Stadium,1,43
1898,2014-04-24,19.4,Death Overs,5,4,JA Morkel,R Vinay Kumar,Right-arm fast-medium,8.093,54.0,caught,Kolkata Knight Riders,Sharjah Cricket Stadium,0,48
1909,2014-04-28,7.4,Middle Overs (6-10),5,4,Yuvraj Singh,L Balaji,Right-arm fast-medium,7.177,33.0,Not Out,Punjab Kings,Dubai International Cricket Stadium,0,65
1910,2014-04-28,7.5,Middle Overs (6-10),5,4,Yuvraj Singh,L Balaji,Right-arm fast-medium,7.177,33.0,Not Out,Punjab Kings,Dubai International Cricket Stadium,1,70
1922,2014-05-04,9.1,Middle Overs (6-10),5,5,RR Rossouw,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,1,79
1923,2014-05-04,9.5,Middle Overs (6-10),5,5,RR Rossouw,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,0,84
1924,2014-05-04,9.6,Middle Overs (6-10),5,5,RR Rossouw,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,0,89
1925,2014-05-04,9.7,Middle Overs (6-10),5,5,RR Rossouw,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,6,94
1932,2014-05-04,13.1,Middle Overs (10-16),5,4,Yuvraj Singh,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,6,99
1933,2014-05-04,13.2,Middle Overs (10-16),5,4,Yuvraj Singh,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,0,104
1934,2014-05-04,13.3,Middle Overs (10-16),5,4,Yuvraj Singh,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,2,109
1935,2014-05-04,13.4,Middle Overs (10-16),5,4,Yuvraj Singh,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,1,114
1941,2014-05-04,16.1,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,1,35
1942,2014-05-04,16.3,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,40
1943,2014-05-04,16.4,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,45
1944,2014-05-04,16.5,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,1,50
1945,2014-05-04,17.1,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,4,5
1946,2014-05-04,17.2,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,0,10
1947,2014-05-04,17.3,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,0,15
1948,2014-05-04,17.4,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,0,20
1949,2014-05-04,17.5,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,4,25
1950,2014-05-04,17.6,Death Overs,5,3,MA Starc,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Bangalore,1,30
1951,2014-05-04,18.1,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,6,55
1952,2014-05-04,18.2,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,6,60
1953,2014-05-04,18.3,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,65
1954,2014-05-04,18.5,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,4,70
1955,2014-05-04,18.6,Death Overs,5,3,MA Starc,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Bangalore,6,75
1956,2014-05-04,19.2,Death Overs,5,2,HV Patel,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,1,119
1957,2014-05-04,19.5,Death Overs,5,2,HV Patel,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Bangalore,4,124
1958,2014-05-06,9.6,Middle Overs (6-10),4,6,V Kohli,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Mumbai,4,144
1959,2014-05-06,11.2,Middle Overs (10-16),4,6,V Kohli,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Mumbai,0,49
1960,2014-05-06,11.3,Middle Overs (10-16),4,6,V Kohli,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Mumbai,1,53
1961,2014-05-06,11.6,Middle Overs (10-16),4,6,V Kohli,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Mumbai,4,57
1989,2014-05-09,15.2,Middle Overs (10-16),5,2,MA Starc,L Balaji,Right-arm fast-medium,7.177,33.0,Not Out,Punjab Kings,Bangalore,2,75
1990,2014-05-09,15.3,Middle Overs (10-16),5,2,MA Starc,L Balaji,Right-arm fast-medium,7.177,33.0,Not Out,Punjab Kings,Bangalore,6,80
1991,2014-05-09,15.4,Middle Overs (10-16),5,2,MA Starc,L Balaji,Right-arm fast-medium,7.177,33.0,Not Out,Punjab Kings,Bangalore,6,85
1992,2014-05-09,15.5,Middle Overs (10-16),5,2,MA Starc,L Balaji,Right-arm fast-medium,7.177,33.0,caught,Punjab Kings,Bangalore,0,90
2000,2014-05-11,11.1,Middle Overs (10-16),4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,0,4
2001,2014-05-11,11.2,Middle Overs (10-16),4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,1,8
2002,2014-05-11,11.5,Middle Overs (10-16),4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,0,12
2003,2014-05-11,11.6,Middle Overs (10-16),4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,0,16
2004,2014-05-11,12.4,Middle Overs (10-16),4,5,Yuvraj Singh,R Bhatia,Right-arm medium,7.147,32.0,Not Out,Rajasthan Royals,Bangalore,1,60
2005,2014-05-11,12.6,Middle Overs (10-16),4,5,Yuvraj Singh,R Bhatia,Right-arm medium,7.147,32.0,Not Out,Rajasthan Royals,Bangalore,1,64
2006,2014-05-11,13.1,Middle Overs (10-16),4,5,Yuvraj Singh,SR Watson,Right-arm fast-medium,6.947,25.0,Not Out,Rajasthan Royals,Bangalore,2,28
2007,2014-05-11,13.2,Middle Overs (10-16),4,5,Yuvraj Singh,SR Watson,Right-arm fast-medium,6.947,25.0,Not Out,Rajasthan Royals,Bangalore,1,32
2008,2014-05-11,13.5,Middle Overs (10-16),4,5,Yuvraj Singh,SR Watson,Right-arm fast-medium,6.947,25.0,Not Out,Rajasthan Royals,Bangalore,1,36
2015,2014-05-11,16.4,Death Overs,4,5,Yuvraj Singh,SR Watson,Right-arm fast-medium,6.947,25.0,Not Out,Rajasthan Royals,Bangalore,1,40
2016,2014-05-11,17.1,Death Overs,4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,6,20
2017,2014-05-11,17.2,Death Overs,4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,6,24
2018,2014-05-11,17.3,Death Overs,4,5,Yuvraj Singh,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,1,28
2021,2014-05-11,19.1,Death Overs,4,4,JA Morkel,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,2,32
2022,2014-05-11,19.2,Death Overs,4,4,JA Morkel,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,6,36
2023,2014-05-11,19.3,Death Overs,4,4,JA Morkel,JP Faulkner,Left-arm fast-medium,6.75,32.0,Not Out,Rajasthan Royals,Bangalore,6,40
2024,2014-05-11,19.4,Death Overs,4,4,JA Morkel,JP Faulkner,Left-arm fast-medium,6.75,32.0,caught,Rajasthan Royals,Bangalore,0,44
2042,2014-05-18,14.2,Middle Overs (10-16),4,6,CH Gayle,RA Jadeja,Left-arm orthodox,7.513,33.0,Not Out,Chennai Super Kings,Ranchi,0,4
2043,2014-05-18,14.3,Middle Overs (10-16),4,6,CH Gayle,RA Jadeja,Left-arm orthodox,7.513,33.0,Not Out,Chennai Super Kings,Ranchi,1,8
2044,2014-05-18,15.1,Middle Overs (10-16),4,6,CH Gayle,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,0,12
2045,2014-05-18,15.2,Middle Overs (10-16),4,6,CH Gayle,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,2,16
2046,2014-05-18,15.3,Middle Overs (10-16),4,6,CH Gayle,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,1,20
2047,2014-05-18,15.5,Middle Overs (10-16),4,6,CH Gayle,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,0,24
2048,2014-05-18,15.6,Middle Overs (10-16),4,6,CH Gayle,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,6,28
2049,2014-05-18,16.3,Death Overs,4,6,CH Gayle,R Ashwin,Right-arm offbreak,6.477,49.0,Not Out,Chennai Super Kings,Ranchi,6,28
2050,2014-05-18,16.4,Death Overs,4,6,CH Gayle,R Ashwin,Right-arm offbreak,6.477,49.0,Not Out,Chennai Super Kings,Ranchi,0,32
2051,2014-05-18,17.1,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,6,32
2052,2014-05-18,17.2,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,4,36
2053,2014-05-18,17.3,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,2,40
2054,2014-05-18,17.4,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,0,44
2055,2014-05-18,17.6,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,Not Out,Chennai Super Kings,Ranchi,0,48
2056,2014-05-18,17.7,Death Overs,4,5,Yuvraj Singh,DJ Hussey,Right-arm offbreak,9.31,4.0,caught,Chennai Super Kings,Ranchi,0,52
2059,2014-05-20,13.2,Middle Overs (10-16),5,5,V Kohli,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,80
2060,2014-05-20,13.4,Middle Overs (10-16),5,5,V Kohli,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Hyderabad,2,85
2061,2014-05-20,13.5,Middle Overs (10-16),5,5,V Kohli,DW Steyn,Right-arm fast,6.11,51.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,90
2062,2014-05-20,14.3,Middle Overs (10-16),5,5,V Kohli,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,129
2063,2014-05-20,14.5,Middle Overs (10-16),5,5,V Kohli,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Hyderabad,4,134
2064,2014-05-20,14.6,Middle Overs (10-16),5,5,V Kohli,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,139
2069,2014-05-20,16.3,Death Overs,5,5,V Kohli,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,35
2070,2014-05-20,16.5,Death Overs,5,5,V Kohli,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Hyderabad,4,40
2071,2014-05-20,16.6,Death Overs,5,5,V Kohli,B Kumar,Right-arm fast-medium,6.597,24.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,45
2072,2014-05-20,17.1,Death Overs,5,5,V Kohli,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Hyderabad,0,144
2073,2014-05-20,17.4,Death Overs,5,4,S Rana,IK Pathan,Left-arm fast-medium,7.563,29.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,149
2074,2014-05-20,18.1,Death Overs,5,4,S Rana,B Kumar,Right-arm fast-medium,6.597,24.0,bowled,Sunrisers Hyderabad,Hyderabad,0,50
2079,2014-05-22,14.1,Middle Overs (10-16),5,5,Yuvraj Singh,M Morkel,Right-arm fast,7.703,45.0,Not Out,Kolkata Knight Riders,Kolkata,0,55
2080,2014-05-22,14.2,Middle Overs (10-16),5,5,Yuvraj Singh,M Morkel,Right-arm fast,7.703,45.0,Not Out,Kolkata Knight Riders,Kolkata,1,60
2081,2014-05-22,14.4,Middle Overs (10-16),5,5,Yuvraj Singh,M Morkel,Right-arm fast,7.703,45.0,Not Out,Kolkata Knight Riders,Kolkata,0,65
2082,2014-05-22,14.5,Middle Overs (10-16),5,5,Yuvraj Singh,M Morkel,Right-arm fast,7.703,45.0,Not Out,Kolkata Knight Riders,Kolkata,0,70
2083,2014-05-22,14.6,Middle Overs (10-16),5,5,Yuvraj Singh,M Morkel,Right-arm fast,7.703,45.0,Not Out,Kolkata Knight Riders,Kolkata,4,75
2089,2014-05-24,15.5,Middle Overs (10-16),6,4,V Kohli,RA Jadeja,Left-arm orthodox,7.513,33.0,Not Out,Chennai Super Kings,Bangalore,1,14
2090,2014-05-24,16.2,Death Overs,6,4,V Kohli,R Ashwin,Right-arm offbreak,6.477,49.0,Not Out,Chennai Super Kings,Bangalore,0,38
2091,2014-05-24,16.6,Death Overs,6,4,V Kohli,R Ashwin,Right-arm offbreak,6.477,49.0,Not Out,Chennai Super Kings,Bangalore,4,44
2094,2015-04-11,8.3,Middle Overs (6-10),5,5,CH Gayle,AD Russell,Right-arm fast,10.057,2.0,Not Out,Kolkata Knight Riders,Kolkata,0,5
2095,2015-04-11,8.4,Middle Overs (6-10),5,5,CH Gayle,AD Russell,Right-arm fast,10.057,2.0,Not Out,Kolkata Knight Riders,Kolkata,4,10
2096,2015-04-11,8.5,Middle Overs (6-10),5,5,CH Gayle,AD Russell,Right-arm fast,10.057,2.0,Not Out,Kolkata Knight Riders,Kolkata,0,15
2097,2015-04-11,8.6,Middle Overs (6-10),5,5,CH Gayle,AD Russell,Right-arm fast,10.057,2.0,Not Out,Kolkata Knight Riders,Kolkata,1,20
2098,2015-04-11,9.1,Middle Overs (6-10),5,5,CH Gayle,YK Pathan,Right-arm offbreak,8.793,4.0,Not Out,Kolkata Knight Riders,Kolkata,1,17
2099,2015-04-11,9.3,Middle Overs (6-10),5,5,CH Gayle,YK Pathan,Right-arm offbreak,8.793,4.0,Not Out,Kolkata Knight Riders,Kolkata,0,22
2100,2015-04-11,9.5,Middle Overs (6-10),5,5,CH Gayle,YK Pathan,Right-arm offbreak,8.793,4.0,Not Out,Kolkata Knight Riders,Kolkata,6,27
2101,2015-04-11,9.6,Middle Overs (6-10),5,5,CH Gayle,YK Pathan,Right-arm offbreak,8.793,4.0,Not Out,Kolkata Knight Riders,Kolkata,1,32
2129,2015-04-13,16.1,Death Overs,4,3,SA Abbott,B Kumar,Right-arm fast-medium,6.783,41.0,Not Out,Sunrisers Hyderabad,Bangalore,1,54
2130,2015-04-13,16.4,Death Overs,4,3,SA Abbott,B Kumar,Right-arm fast-medium,6.783,41.0,Not Out,Sunrisers Hyderabad,Bangalore,1,58
2131,2015-04-13,16.6,Death Overs,4,3,SA Abbott,B Kumar,Right-arm fast-medium,6.783,41.0,Not Out,Sunrisers Hyderabad,Bangalore,0,62
2132,2015-04-13,16.7,Death Overs,4,3,SA Abbott,B Kumar,Right-arm fast-medium,6.783,41.0,Not Out,Sunrisers Hyderabad,Bangalore,4,66
2133,2015-04-13,17.2,Death Overs,4,3,SA Abbott,P Kumar,Right-arm fast-medium,6.667,24.0,Not Out,Sunrisers Hyderabad,Bangalore,0,31
2141,2015-04-19,12.1,Middle Overs (10-16),5,5,KD Karthik,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,0,62
2142,2015-04-19,12.3,Middle Overs (10-16),5,4,RR Rossouw,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,6,67
2143,2015-04-19,12.4,Middle Overs (10-16),5,4,RR Rossouw,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,6,72
2144,2015-04-19,12.5,Middle Overs (10-16),5,4,RR Rossouw,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,2,77
2145,2015-04-19,12.6,Middle Overs (10-16),5,4,RR Rossouw,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,4,82
2146,2015-04-19,12.7,Middle Overs (10-16),5,4,RR Rossouw,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Bangalore,4,87
2151,2015-04-22,9.3,Middle Overs (6-10),5,5,V Kohli,RA Jadeja,Left-arm orthodox,7.81,44.0,Not Out,Chennai Super Kings,Bangalore,0,19
2152,2015-04-22,9.4,Middle Overs (6-10),5,5,V Kohli,RA Jadeja,Left-arm orthodox,7.81,44.0,Not Out,Chennai Super Kings,Bangalore,1,24
2153,2015-04-22,9.6,Middle Overs (6-10),5,5,V Kohli,RA Jadeja,Left-arm orthodox,7.81,44.0,Not Out,Chennai Super Kings,Bangalore,6,29
2158,2015-04-24,4.4,Power Play,3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,0,43
2159,2015-04-24,4.5,Power Play,3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,0,46
2160,2015-04-24,4.6,Power Play,3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,1,49
2161,2015-04-24,5.1,Power Play,3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,2,47
2162,2015-04-24,5.2,Power Play,3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,4,50
2163,2015-04-24,5.3,Power Play,3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,0,53
2164,2015-04-24,5.4,Power Play,3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,4,56
2165,2015-04-24,5.5,Power Play,3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,1,59
2168,2015-04-24,7.2,Middle Overs (6-10),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,1,52
2169,2015-04-24,7.5,Middle Overs (6-10),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,0,55
2170,2015-04-24,7.6,Middle Overs (6-10),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,1,58
2176,2015-04-24,9.2,Middle Overs (6-10),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,1,11
2177,2015-04-24,9.4,Middle Overs (6-10),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,2,14
2178,2015-04-24,9.5,Middle Overs (6-10),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,1,17
2182,2015-04-24,12.3,Middle Overs (10-16),3,7,V Kohli,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Ahmedabad,1,62
2183,2015-04-24,13.4,Middle Overs (10-16),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,2,61
2184,2015-04-24,13.5,Middle Overs (10-16),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,4,64
2185,2015-04-24,13.6,Middle Overs (10-16),3,7,V Kohli,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Ahmedabad,1,67
2188,2015-04-24,15.2,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,1,20
2189,2015-04-24,15.5,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,0,23
2190,2015-04-24,15.6,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Ahmedabad,1,26
2194,2015-04-29,1.3,Power Play,3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,4,29
2195,2015-04-29,1.4,Power Play,3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,32
2196,2015-04-29,1.5,Power Play,3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,35
2197,2015-04-29,1.6,Power Play,3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,38
2199,2015-04-29,3.1,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,41
2200,2015-04-29,3.2,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,4,44
2201,2015-04-29,3.3,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,47
2202,2015-04-29,3.4,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,4,50
2203,2015-04-29,3.5,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,53
2204,2015-04-29,3.6,Power Play,3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,0,56
2205,2015-04-29,4.2,Power Play,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Bangalore,4,65
2206,2015-04-29,4.3,Power Play,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Bangalore,4,68
2207,2015-04-29,4.4,Power Play,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Bangalore,4,71
2208,2015-04-29,4.5,Power Play,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Bangalore,0,74
2209,2015-04-29,4.6,Power Play,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Bangalore,1,77
