,Over,Bowler,Non_Striker,Runs,Extras,Extra Type,Opposition,Venue,Year
774,9.3,Rashid Khan,JR Philippe,1,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
775,9.5,Rashid Khan,JR Philippe,4,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
776,9.6,Rashid Khan,JR Philippe,1,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
777,10.1,S Nadeem,JR Philippe,0,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
778,10.2,S Nadeem,JR Philippe,6,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
779,10.3,S Nadeem,JR Philippe,2,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
780,10.4,S Nadeem,JR Philippe,1,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
781,10.6,S Nadeem,JR Philippe,0,0,legal,Sunrisers Hyderabad,Sharjah Cricket Stadium,2020-10-31
782,12.4,R Ashwin,D Padikkal,0,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
783,12.5,R Ashwin,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
784,13.1,AR Patel,D Padikkal,0,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
785,13.2,AR Patel,D Padikkal,2,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
786,13.3,AR Patel,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
787,13.6,AR Patel,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
788,14.1,DR Sams,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
789,14.3,DR Sams,D Padikkal,2,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
790,14.4,DR Sams,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
791,15.1,A Nortje,D Padikkal,2,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
792,15.2,A Nortje,D Padikkal,6,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
793,15.3,A Nortje,D Padikkal,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
794,16.1,K Rabada,S Dube,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
795,16.5,K Rabada,S Dube,2,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
796,16.6,K Rabada,S Dube,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
797,17.1,DR Sams,S Dube,4,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
798,17.2,DR Sams,S Dube,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
799,18.1,K Rabada,S Dube,6,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
800,18.2,K Rabada,S Dube,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
801,19.1,A Nortje,Washington Sundar,0,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
802,19.2,A Nortje,Washington Sundar,1,0,legal,Delhi Capitals,Abu Dhabi,2020-11-02
803,2.6,SS Cottrell,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
804,3.2,Mohammed Shami,AJ Finch,1,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
805,4.1,SS Cottrell,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
806,4.2,SS Cottrell,AJ Finch,6,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
807,4.3,SS Cottrell,AJ Finch,0,1,wides,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
808,4.4,SS Cottrell,AJ Finch,4,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
809,4.5,SS Cottrell,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
810,4.6,SS Cottrell,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
811,4.7,SS Cottrell,AJ Finch,0,1,wides,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
812,4.8,SS Cottrell,AJ Finch,2,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
813,5.4,Ravi Bishnoi,AJ Finch,4,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
814,5.5,Ravi Bishnoi,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
815,5.6,Ravi Bishnoi,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
816,5.7,Ravi Bishnoi,AJ Finch,4,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
817,5.8,Ravi Bishnoi,AJ Finch,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
818,6.5,M Ashwin,AJ Finch,1,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
819,7.1,Ravi Bishnoi,AJ Finch,1,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
820,7.3,Ravi Bishnoi,AJ Finch,1,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
821,8.1,M Ashwin,Washington Sundar,4,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
822,8.2,M Ashwin,Washington Sundar,0,0,legal,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-24
823,15.6,JC Archer,V Kohli,0,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
824,16.2,S Gopal,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
825,16.4,S Gopal,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
826,16.6,S Gopal,V Kohli,2,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
827,17.3,TK Curran,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
828,18.1,JD Unadkat,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
829,18.3,JD Unadkat,V Kohli,0,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
830,18.4,JD Unadkat,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
831,18.6,JD Unadkat,V Kohli,1,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
832,19.1,TK Curran,V Kohli,4,0,legal,Rajasthan Royals,Abu Dhabi,2020-10-03
833,4.4,HV Patel,V Kohli,1,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
834,4.6,HV Patel,V Kohli,4,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
835,5.2,A Nortje,V Kohli,0,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
836,5.3,A Nortje,V Kohli,0,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
837,5.4,A Nortje,V Kohli,4,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
838,5.5,A Nortje,V Kohli,0,0,legal,Delhi Capitals,Dubai International Cricket Stadium,2020-10-05
839,13.2,Kartik Tyagi,Gurkeerat Singh,0,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
840,13.3,Kartik Tyagi,Gurkeerat Singh,0,1,wides,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
841,13.4,Kartik Tyagi,Gurkeerat Singh,0,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
842,13.5,Kartik Tyagi,Gurkeerat Singh,0,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
843,13.6,Kartik Tyagi,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
844,14.1,S Gopal,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
845,14.3,S Gopal,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
846,14.6,S Gopal,Gurkeerat Singh,3,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
847,15.1,JC Archer,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
848,15.3,JC Archer,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
849,15.5,JC Archer,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
850,15.6,JC Archer,Gurkeerat Singh,0,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
851,16.5,JD Unadkat,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
852,16.6,JD Unadkat,Gurkeerat Singh,2,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
853,17.2,Kartik Tyagi,Gurkeerat Singh,4,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
854,17.3,Kartik Tyagi,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
855,17.6,Kartik Tyagi,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
856,18.1,JD Unadkat,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
857,18.2,JD Unadkat,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
858,18.3,JD Unadkat,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
859,18.4,JD Unadkat,Gurkeerat Singh,1,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
860,19.3,JC Archer,Gurkeerat Singh,2,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
861,19.4,JC Archer,Gurkeerat Singh,6,0,legal,Rajasthan Royals,Dubai International Cricket Stadium,2020-10-17
862,10.4,SN Thakur,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10
863,10.5,SN Thakur,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-10
864,16.1,M Ashwin,V Kohli,1,0,legal,Kings XI Punjab,Sharjah Cricket Stadium,2020-10-15
865,16.3,M Ashwin,V Kohli,0,0,legal,Kings XI Punjab,Sharjah Cricket Stadium,2020-10-15
866,16.4,M Ashwin,V Kohli,1,0,legal,Kings XI Punjab,Sharjah Cricket Stadium,2020-10-15
867,17.2,Mohammed Shami,V Kohli,0,0,legal,Kings XI Punjab,Sharjah Cricket Stadium,2020-10-15
868,17.3,Mohammed Shami,V Kohli,0,0,legal,Kings XI Punjab,Sharjah Cricket Stadium,2020-10-15
869,11.2,Abhishek Sharma,V Kohli,0,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
870,11.3,Abhishek Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
871,11.6,Abhishek Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
872,12.1,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
873,12.3,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
874,12.5,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
875,13.1,Sandeep Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
876,13.3,Sandeep Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
877,14.2,Rashid Khan,V Kohli,2,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
878,14.3,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
879,14.5,Rashid Khan,V Kohli,2,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
880,14.6,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
881,15.1,T Natarajan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
882,15.3,T Natarajan,V Kohli,4,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
883,15.4,T Natarajan,V Kohli,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
884,15.6,T Natarajan,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
885,16.1,B Kumar,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
886,16.3,B Kumar,S Dube,0,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
887,16.4,B Kumar,S Dube,4,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
888,16.5,B Kumar,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
889,17.2,T Natarajan,S Dube,4,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
890,17.3,T Natarajan,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
891,18.2,Sandeep Sharma,S Dube,0,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
892,18.3,Sandeep Sharma,S Dube,6,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
893,18.4,Sandeep Sharma,S Dube,6,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
894,18.5,Sandeep Sharma,S Dube,0,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
895,18.6,Sandeep Sharma,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
896,19.1,B Kumar,S Dube,4,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
897,19.2,B Kumar,S Dube,2,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
898,19.3,B Kumar,S Dube,1,0,legal,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020-09-21
899,12.3,M Prasidh Krishna,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
900,12.4,M Prasidh Krishna,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
901,12.5,M Prasidh Krishna,V Kohli,4,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
902,12.6,M Prasidh Krishna,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
903,13.1,KL Nagarkoti,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
904,13.3,KL Nagarkoti,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
905,14.3,CV Varun,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
906,14.4,CV Varun,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
907,14.5,CV Varun,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
908,15.1,KL Nagarkoti,V Kohli,2,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
909,15.2,KL Nagarkoti,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
910,15.3,KL Nagarkoti,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
911,15.4,KL Nagarkoti,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
912,15.5,KL Nagarkoti,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
913,15.6,KL Nagarkoti,V Kohli,4,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
914,16.2,PJ Cummins,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
915,16.3,PJ Cummins,V Kohli,4,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
916,16.4,PJ Cummins,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
917,16.5,PJ Cummins,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
918,16.6,PJ Cummins,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
919,16.7,PJ Cummins,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
920,17.1,AD Russell,V Kohli,4,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
921,17.2,AD Russell,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
922,17.3,AD Russell,V Kohli,2,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
923,17.4,AD Russell,V Kohli,0,2,wides,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
924,17.6,AD Russell,V Kohli,2,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
925,17.7,AD Russell,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
926,18.5,M Prasidh Krishna,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
927,19.1,AD Russell,V Kohli,6,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
928,19.2,AD Russell,V Kohli,0,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
929,19.3,AD Russell,V Kohli,4,1,noballs,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
930,19.4,AD Russell,V Kohli,2,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
931,19.5,AD Russell,V Kohli,2,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
932,19.6,AD Russell,V Kohli,1,0,legal,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-12
933,6.3,MJ Santner,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
934,6.5,MJ Santner,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
935,7.2,Imran Tahir,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
936,7.3,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
937,7.5,Imran Tahir,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
938,7.6,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
939,8.1,MJ Santner,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
940,8.2,MJ Santner,V Kohli,4,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
941,8.3,MJ Santner,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
942,8.5,MJ Santner,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
943,9.2,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
944,9.6,Imran Tahir,V Kohli,4,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
945,10.2,MJ Santner,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
946,10.3,MJ Santner,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
947,10.6,MJ Santner,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
948,11.2,Imran Tahir,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
949,11.3,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
950,11.6,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
951,12.1,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
952,12.3,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
953,13.1,Imran Tahir,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
954,13.2,Imran Tahir,V Kohli,4,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
955,13.3,Imran Tahir,V Kohli,2,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
956,13.4,Imran Tahir,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
957,13.5,Imran Tahir,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
958,14.1,RA Jadeja,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
959,14.2,RA Jadeja,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
960,14.3,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
961,14.5,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
962,15.2,Monu Kumar,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
963,15.5,Monu Kumar,V Kohli,2,1,noballs,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
964,15.6,Monu Kumar,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
965,15.8,Monu Kumar,V Kohli,4,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
966,16.2,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
967,16.5,RA Jadeja,V Kohli,1,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
968,17.3,DL Chahar,V Kohli,0,0,legal,Chennai Super Kings,Dubai International Cricket Stadium,2020-10-25
969,12.3,RD Chahar,D Padikkal,0,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
970,12.4,RD Chahar,D Padikkal,2,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
971,12.5,RD Chahar,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
972,13.2,JL Pattinson,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
973,14.1,KH Pandya,D Padikkal,2,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
974,14.2,KH Pandya,D Padikkal,4,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
975,14.3,KH Pandya,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
976,14.6,KH Pandya,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
977,15.1,KA Pollard,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
978,15.4,KA Pollard,D Padikkal,4,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
979,15.5,KA Pollard,D Padikkal,2,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
980,15.6,KA Pollard,D Padikkal,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
981,16.1,JJ Bumrah,D Padikkal,4,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
982,16.2,JJ Bumrah,D Padikkal,0,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
983,16.3,JJ Bumrah,D Padikkal,6,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
984,16.4,JJ Bumrah,D Padikkal,0,1,legbyes,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
985,16.6,JJ Bumrah,D Padikkal,6,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
986,17.2,TA Boult,S Dube,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
987,17.4,TA Boult,S Dube,0,1,legbyes,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
988,17.6,TA Boult,S Dube,6,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
989,18.2,JJ Bumrah,S Dube,4,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
990,18.3,JJ Bumrah,S Dube,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
991,18.6,JJ Bumrah,S Dube,6,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
992,19.5,JL Pattinson,S Dube,1,0,legal,Mumbai Indians,Dubai International Cricket Stadium,2020-09-28
993,3.4,JO Holder,AJ Finch,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
994,3.5,JO Holder,AJ Finch,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
995,3.6,JO Holder,AJ Finch,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
996,4.2,Sandeep Sharma,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
997,4.5,Sandeep Sharma,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
998,5.1,T Natarajan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
999,5.3,T Natarajan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1000,5.5,T Natarajan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1001,6.1,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1002,6.3,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1003,6.6,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1004,7.1,Rashid Khan,AJ Finch,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1005,7.2,Rashid Khan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1006,8.2,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1007,8.4,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1008,8.6,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1009,9.1,Rashid Khan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1010,9.6,Rashid Khan,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1011,10.1,S Nadeem,AJ Finch,0,1,wides,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1012,10.2,S Nadeem,AJ Finch,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1013,10.4,S Nadeem,MM Ali,4,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
