,Over,Bowler,Non_Striker,Runs,Extras,Extra Type,Opposition,Venue,Year
269,9.5,R Tewatia,V Kohli,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
270,10.2,HV Patel,V Kohli,4,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
271,10.3,HV Patel,V Kohli,2,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
272,10.4,HV Patel,V Kohli,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
273,11.1,R Tewatia,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
274,11.3,R Tewatia,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
275,11.6,R Tewatia,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
276,12.1,HV Patel,CJ Anderson,6,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
277,12.2,HV Patel,CJ Anderson,4,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
278,12.3,HV Patel,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
279,12.5,HV Patel,CJ Anderson,0,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
280,12.6,HV Patel,CJ Anderson,6,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
281,13.2,R Tewatia,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
282,13.4,R Tewatia,CJ Anderson,6,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
283,13.5,R Tewatia,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
284,14.2,CH Morris,CJ Anderson,0,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
285,14.3,CH Morris,CJ Anderson,6,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
286,14.4,CH Morris,CJ Anderson,4,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
287,14.5,CH Morris,CJ Anderson,0,1,wides,Delhi Daredevils,Bengaluru,2018-04-21
288,14.6,CH Morris,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
289,15.4,TA Boult,CJ Anderson,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
290,16.4,CH Morris,Mandeep Singh,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
291,17.3,TA Boult,Mandeep Singh,1,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
292,17.5,TA Boult,Mandeep Singh,4,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
293,17.6,TA Boult,Mandeep Singh,4,0,legal,Delhi Daredevils,Bengaluru,2018-04-21
294,4.3,SN Thakur,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
295,4.4,SN Thakur,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
296,4.5,SN Thakur,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
297,4.6,SN Thakur,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
298,5.2,Harbhajan Singh,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
299,5.3,Harbhajan Singh,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
300,5.4,Harbhajan Singh,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
301,5.5,Harbhajan Singh,Q de Kock,4,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
302,5.6,Harbhajan Singh,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
303,6.3,RA Jadeja,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
304,6.4,RA Jadeja,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
305,7.5,SR Watson,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
306,8.3,Imran Tahir,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
307,8.6,Imran Tahir,Q de Kock,2,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
308,9.6,DJ Bravo,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
309,10.1,Imran Tahir,Q de Kock,4,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
310,10.2,Imran Tahir,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
311,10.3,Imran Tahir,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
312,10.4,Imran Tahir,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
313,10.5,Imran Tahir,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
314,11.1,SR Watson,Q de Kock,0,1,wides,Chennai Super Kings,Bengaluru,2018-04-25
315,11.2,SR Watson,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
316,11.5,SR Watson,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
317,12.1,SN Thakur,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
318,12.2,SN Thakur,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
319,12.3,SN Thakur,Q de Kock,6,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
320,12.4,SN Thakur,Q de Kock,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
321,12.6,SN Thakur,Q de Kock,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
322,14.1,Imran Tahir,CJ Anderson,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
323,14.3,Imran Tahir,CJ Anderson,1,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
324,14.5,Imran Tahir,CJ Anderson,0,0,legal,Chennai Super Kings,Bengaluru,2018-04-25
325,6.2,RA Jadeja,PA Patel,1,0,legal,Chennai Super Kings,Pune,2018-05-05
326,6.5,RA Jadeja,PA Patel,0,0,legal,Chennai Super Kings,Pune,2018-05-05
327,6.6,RA Jadeja,PA Patel,0,0,legal,Chennai Super Kings,Pune,2018-05-05
328,7.3,Harbhajan Singh,PA Patel,0,0,legal,Chennai Super Kings,Pune,2018-05-05
329,7.2,Sandeep Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
330,7.4,Sandeep Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
331,7.6,Sandeep Sharma,V Kohli,0,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
332,8.5,Rashid Khan,V Kohli,0,1,wides,Sunrisers Hyderabad,Hyderabad,2018-05-07
333,8.6,Rashid Khan,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
334,9.1,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
335,9.3,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
336,10.3,Rashid Khan,MM Ali,0,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
337,10.4,Rashid Khan,MM Ali,0,0,legal,Sunrisers Hyderabad,Hyderabad,2018-05-07
338,2.5,S Lamichhane,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
339,2.6,S Lamichhane,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
340,4.1,HV Patel,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
341,4.2,HV Patel,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
342,4.3,HV Patel,V Kohli,4,0,legal,Delhi Daredevils,Delhi,2018-05-12
343,4.4,HV Patel,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
344,5.2,TA Boult,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
345,5.6,TA Boult,V Kohli,4,0,legal,Delhi Daredevils,Delhi,2018-05-12
346,6.4,S Lamichhane,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
347,6.6,S Lamichhane,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
348,7.1,A Mishra,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
349,7.3,A Mishra,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
350,7.5,A Mishra,V Kohli,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
351,7.6,A Mishra,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
352,8.5,CJ Dala,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
353,9.2,A Mishra,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
354,9.5,A Mishra,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
355,9.6,A Mishra,V Kohli,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
356,9.7,A Mishra,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
357,10.4,HV Patel,V Kohli,4,0,legal,Delhi Daredevils,Delhi,2018-05-12
358,10.5,HV Patel,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
359,11.1,S Lamichhane,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
360,11.3,S Lamichhane,V Kohli,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
361,11.5,S Lamichhane,V Kohli,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
362,11.6,S Lamichhane,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
363,12.3,HV Patel,V Kohli,0,0,legal,Delhi Daredevils,Delhi,2018-05-12
364,12.4,HV Patel,V Kohli,4,0,legal,Delhi Daredevils,Delhi,2018-05-12
365,12.5,HV Patel,V Kohli,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
366,12.6,HV Patel,V Kohli,2,0,legal,Delhi Daredevils,Delhi,2018-05-12
367,13.5,A Mishra,Mandeep Singh,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
368,15.1,A Mishra,Mandeep Singh,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
369,15.6,A Mishra,Mandeep Singh,2,0,legal,Delhi Daredevils,Delhi,2018-05-12
370,16.3,TA Boult,SN Khan,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
371,16.5,TA Boult,SN Khan,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
372,18.2,TA Boult,C de Grandhomme,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
373,18.3,TA Boult,C de Grandhomme,1,0,legal,Delhi Daredevils,Delhi,2018-05-12
374,18.6,TA Boult,C de Grandhomme,6,0,legal,Delhi Daredevils,Delhi,2018-05-12
375,1.1,Shakib Al Hasan,V Kohli,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
376,1.2,Shakib Al Hasan,V Kohli,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
377,1.3,Shakib Al Hasan,V Kohli,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
378,1.4,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
379,1.6,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
380,2.1,Sandeep Sharma,V Kohli,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
381,2.2,Sandeep Sharma,V Kohli,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
382,2.3,Sandeep Sharma,V Kohli,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
383,2.4,Sandeep Sharma,V Kohli,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
384,2.5,Sandeep Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
385,3.1,Shakib Al Hasan,V Kohli,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
386,3.2,Shakib Al Hasan,V Kohli,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
387,3.3,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
388,3.5,Shakib Al Hasan,V Kohli,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
389,5.4,S Kaul,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
390,5.5,S Kaul,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
391,5.6,S Kaul,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
392,6.2,Rashid Khan,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
393,6.3,Rashid Khan,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
394,7.4,Basil Thampi,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
395,7.5,Basil Thampi,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
396,8.2,Shakib Al Hasan,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
397,8.4,Shakib Al Hasan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
398,8.5,Shakib Al Hasan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
399,8.6,Shakib Al Hasan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
400,9.4,Sandeep Sharma,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
401,10.4,Rashid Khan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
402,10.5,Rashid Khan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
403,10.6,Rashid Khan,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
404,11.1,S Kaul,MM Ali,2,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
405,11.2,S Kaul,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
406,11.3,S Kaul,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
407,11.4,S Kaul,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
408,12.3,Basil Thampi,MM Ali,0,1,wides,Sunrisers Hyderabad,Bengaluru,2018-05-17
409,12.4,Basil Thampi,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
410,12.5,Basil Thampi,MM Ali,6,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
411,12.6,Basil Thampi,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
412,13.2,Sandeep Sharma,MM Ali,0,1,wides,Sunrisers Hyderabad,Bengaluru,2018-05-17
413,13.3,Sandeep Sharma,MM Ali,4,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
414,13.4,Sandeep Sharma,MM Ali,1,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
415,14.2,Rashid Khan,MM Ali,0,0,legal,Sunrisers Hyderabad,Bengaluru,2018-05-17
416,2.6,K Gowtham,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
417,3.1,JC Archer,PA Patel,2,0,legal,Rajasthan Royals,Jaipur,2018-05-19
418,3.2,JC Archer,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
419,3.3,JC Archer,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
420,3.4,JC Archer,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
421,3.5,JC Archer,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
422,3.6,JC Archer,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
423,4.3,B Laughlin,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
424,4.4,B Laughlin,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
425,4.5,B Laughlin,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
426,5.1,JD Unadkat,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
427,5.2,JD Unadkat,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
428,6.2,S Gopal,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
429,6.4,S Gopal,PA Patel,3,0,legal,Rajasthan Royals,Jaipur,2018-05-19
430,6.6,S Gopal,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
431,7.1,IS Sodhi,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
432,7.2,IS Sodhi,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
433,7.3,IS Sodhi,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
434,7.5,IS Sodhi,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
435,8.1,S Gopal,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
436,8.2,S Gopal,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
437,8.5,S Gopal,MM Ali,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
438,9.1,IS Sodhi,Mandeep Singh,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
439,9.2,IS Sodhi,Mandeep Singh,2,0,legal,Rajasthan Royals,Jaipur,2018-05-19
440,9.3,IS Sodhi,Mandeep Singh,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
441,9.5,IS Sodhi,Mandeep Singh,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
442,10.1,S Gopal,Mandeep Singh,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
443,10.5,S Gopal,C de Grandhomme,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
444,10.6,S Gopal,C de Grandhomme,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
445,11.1,IS Sodhi,C de Grandhomme,2,0,legal,Rajasthan Royals,Jaipur,2018-05-19
446,11.2,IS Sodhi,C de Grandhomme,4,0,legal,Rajasthan Royals,Jaipur,2018-05-19
447,11.3,IS Sodhi,C de Grandhomme,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
448,11.5,IS Sodhi,C de Grandhomme,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
449,12.1,S Gopal,SN Khan,1,0,legal,Rajasthan Royals,Jaipur,2018-05-19
450,12.4,S Gopal,SN Khan,0,0,legal,Rajasthan Royals,Jaipur,2018-05-19
451,5.3,Harbhajan Singh,PA Patel,2,0,legal,Chennai Super Kings,Chennai,2019-03-23
452,5.4,Harbhajan Singh,PA Patel,2,0,legal,Chennai Super Kings,Chennai,2019-03-23
453,5.5,Harbhajan Singh,PA Patel,1,0,legal,Chennai Super Kings,Chennai,2019-03-23
454,6.1,DL Chahar,PA Patel,1,0,legal,Chennai Super Kings,Chennai,2019-03-23
455,6.3,DL Chahar,PA Patel,0,0,legal,Chennai Super Kings,Chennai,2019-03-23
456,6.4,DL Chahar,PA Patel,0,0,legal,Chennai Super Kings,Chennai,2019-03-23
457,6.5,DL Chahar,PA Patel,0,0,legal,Chennai Super Kings,Chennai,2019-03-23
458,6.6,DL Chahar,PA Patel,1,0,legal,Chennai Super Kings,Chennai,2019-03-23
459,7.1,Harbhajan Singh,PA Patel,2,0,legal,Chennai Super Kings,Chennai,2019-03-23
460,7.2,Harbhajan Singh,PA Patel,0,0,legal,Chennai Super Kings,Chennai,2019-03-23
461,6.6,M Markande,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
462,7.2,KH Pandya,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
463,7.3,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
464,7.5,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
465,8.2,M Markande,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
466,8.4,M Markande,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
467,8.5,M Markande,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
468,8.6,M Markande,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
469,9.2,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
470,9.4,KH Pandya,V Kohli,2,0,legal,Mumbai Indians,Bengaluru,2019-03-28
471,9.5,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
472,10.3,M Markande,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
473,10.4,M Markande,V Kohli,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
474,10.5,M Markande,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
475,11.3,SL Malinga,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
476,11.7,SL Malinga,V Kohli,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
477,12.2,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
478,12.5,KH Pandya,V Kohli,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
479,12.6,KH Pandya,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
480,13.1,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
481,13.3,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
482,13.5,JJ Bumrah,SO Hetmyer,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
483,13.6,JJ Bumrah,SO Hetmyer,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
484,14.2,HH Pandya,SO Hetmyer,4,0,legal,Mumbai Indians,Bengaluru,2019-03-28
485,14.3,HH Pandya,SO Hetmyer,4,0,legal,Mumbai Indians,Bengaluru,2019-03-28
486,14.4,HH Pandya,SO Hetmyer,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
487,14.5,HH Pandya,SO Hetmyer,0,1,legbyes,Mumbai Indians,Bengaluru,2019-03-28
488,15.4,SL Malinga,SO Hetmyer,4,0,legal,Mumbai Indians,Bengaluru,2019-03-28
489,15.5,SL Malinga,SO Hetmyer,0,1,wides,Mumbai Indians,Bengaluru,2019-03-28
490,15.6,SL Malinga,SO Hetmyer,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
491,15.7,SL Malinga,SO Hetmyer,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
492,16.2,JJ Bumrah,C de Grandhomme,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
493,17.1,HH Pandya,C de Grandhomme,4,0,legal,Mumbai Indians,Bengaluru,2019-03-28
494,17.2,HH Pandya,C de Grandhomme,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
495,17.4,HH Pandya,C de Grandhomme,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
496,17.5,HH Pandya,C de Grandhomme,6,0,legal,Mumbai Indians,Bengaluru,2019-03-28
497,17.6,HH Pandya,C de Grandhomme,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
498,18.2,JJ Bumrah,C de Grandhomme,0,1,legbyes,Mumbai Indians,Bengaluru,2019-03-28
499,18.5,JJ Bumrah,S Dube,0,0,legal,Mumbai Indians,Bengaluru,2019-03-28
500,18.6,JJ Bumrah,S Dube,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
501,19.3,SL Malinga,S Dube,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
502,19.5,SL Malinga,S Dube,1,0,legal,Mumbai Indians,Bengaluru,2019-03-28
503,3.2,Mohammad Nabi,V Kohli,1,0,legal,Sunrisers Hyderabad,Hyderabad,2019-03-31
504,3.4,Mohammad Nabi,V Kohli,0,0,legal,Sunrisers Hyderabad,Hyderabad,2019-03-31
505,6.4,S Gopal,PA Patel,2,0,legal,Rajasthan Royals,Jaipur,2019-04-02
506,6.5,S Gopal,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2019-04-02
507,6.6,S Gopal,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2019-04-02
508,7.3,VR Aaron,PA Patel,4,0,legal,Rajasthan Royals,Jaipur,2019-04-02
509,7.4,VR Aaron,PA Patel,2,0,legal,Rajasthan Royals,Jaipur,2019-04-02
510,7.5,VR Aaron,PA Patel,1,0,legal,Rajasthan Royals,Jaipur,2019-04-02
511,8.1,S Gopal,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2019-04-02
512,8.2,S Gopal,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2019-04-02
513,8.3,S Gopal,PA Patel,0,0,legal,Rajasthan Royals,Jaipur,2019-04-02
514,7.7,N Rana,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
515,8.2,PP Chawla,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
516,8.4,PP Chawla,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
517,8.5,PP Chawla,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
518,9.3,Kuldeep Yadav,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
519,9.4,Kuldeep Yadav,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
520,9.6,Kuldeep Yadav,V Kohli,2,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
521,10.2,PP Chawla,V Kohli,4,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
522,10.3,PP Chawla,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
523,10.6,PP Chawla,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
524,11.1,Kuldeep Yadav,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
525,11.2,Kuldeep Yadav,V Kohli,2,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
526,11.3,Kuldeep Yadav,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
527,11.4,Kuldeep Yadav,V Kohli,2,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
528,11.5,Kuldeep Yadav,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
529,12.2,SP Narine,V Kohli,4,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
530,12.3,SP Narine,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
531,12.4,SP Narine,V Kohli,2,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
532,12.5,SP Narine,V Kohli,4,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
533,12.6,SP Narine,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
534,13.1,AD Russell,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
535,13.3,AD Russell,V Kohli,6,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
536,13.4,AD Russell,V Kohli,1,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
537,13.6,AD Russell,V Kohli,6,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
538,14.5,N Rana,V Kohli,0,1,wides,Kolkata Knight Riders,Bengaluru,2019-04-05
539,14.6,N Rana,V Kohli,6,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
540,14.7,N Rana,V Kohli,0,0,legal,Kolkata Knight Riders,Bengaluru,2019-04-05
